Site,Exclosure,Disturbance,Plot Name,Date,FG,index,Year,Total_Hits_FG,project,Total Hits,Total_Weight_FG,hits,weight
lake creek,out,fire,,2020-08-03,C4,19,2020,10,NEX,10,124.5,0.0,0.36
lake creek,out,fire,,2020-08-03,Brome,19,2020,10,NEX,10,124.5,1.0,9.12
lake creek,ungulate ex,fire,,2017-07-20,C4,20,2017,22,NEX,22,120.0,6.0,27.84
lake creek,ungulate ex,fire,,2017-07-20,Brome,20,2017,22,NEX,22,120.0,0.0,0.1800000000000015
lake creek,ungulate ex,fire,,2017-07-20,SD,20,2017,22,NEX,22,120.0,0.0,0.0
lake creek,ungulate ex,fire,,2017-07-20,VUOC,20,2017,22,NEX,22,120.0,1.0,11.659999999999998
lake creek,ungulate ex,fire,,2017-07-20,AnnGrass,20,2017,22,NEX,22,120.0,1.0,11.84
lake creek,ungulate ex,fire,,2017-07-20,C3,20,2017,22,NEX,22,120.0,4.0,12.62
lake creek,ungulate ex,fire,,2017-07-20,Total,20,2017,22,NEX,22,120.0,22.0,119.99999999999996
lake creek,ungulate ex,fire,,2017-07-20,Subshrub,20,2017,22,NEX,22,120.0,0.0,0.0
lake creek,ungulate ex,fire,,2017-07-20,Forb,20,2017,22,NEX,22,120.0,11.0,67.69999999999999
lake creek,ungulate ex,fire,,2018-07-30,C4,21,2018,34,NEX,34,127.39999999999999,7.0,25.62
lake creek,ungulate ex,fire,,2018-07-30,Brome,21,2018,34,NEX,34,127.39999999999999,0.0,0.0
lake creek,ungulate ex,fire,,2018-07-30,SD,21,2018,34,NEX,34,127.39999999999999,6.0,11.7
lake creek,ungulate ex,fire,,2018-07-30,AnnGrass,21,2018,34,NEX,34,127.39999999999999,0.0,0.22
lake creek,ungulate ex,fire,,2018-07-30,C3,21,2018,34,NEX,34,127.39999999999999,0.0,8.28
lake creek,ungulate ex,fire,,2018-07-30,VUOC,21,2018,34,NEX,34,127.39999999999999,0.0,0.22
lake creek,ungulate ex,fire,,2018-07-30,Forb,21,2018,34,NEX,34,127.39999999999999,21.0,81.58
lake creek,ungulate ex,fire,,2018-07-30,Total,21,2018,34,NEX,34,127.39999999999999,34.0,127.4
lake creek,ungulate ex,fire,,2018-07-30,Subshrub,21,2018,34,NEX,34,127.39999999999999,0.0,0.0
lake creek,ungulate ex,fire,,2019-07-31,C4,22,2019,14,NEX,14,173.3,5.0,28.7
lake creek,ungulate ex,fire,,2019-07-31,Brome,22,2019,14,NEX,14,173.3,0.0,1.5
lake creek,ungulate ex,fire,,2019-07-31,Subshrub,22,2019,14,NEX,14,173.3,0.0,0.0
lake creek,ungulate ex,fire,,2019-07-31,SD,22,2019,14,NEX,14,173.3,0.0,1.5
lake creek,ungulate ex,fire,,2019-07-31,VUOC,22,2019,14,NEX,14,173.3,0.0,0.0
lake creek,ungulate ex,fire,,2019-07-31,Forb,22,2019,14,NEX,14,173.3,2.0,54.6
lake creek,ungulate ex,fire,,2019-07-31,Total,22,2019,14,NEX,14,173.3,14.0,173.3
lake creek,ungulate ex,fire,,2019-07-31,C3,22,2019,14,NEX,14,173.3,7.0,87.0
lake creek,ungulate ex,fire,,2019-07-31,AnnGrass,22,2019,14,NEX,14,173.3,0.0,1.5
lake creek,ungulate ex,fire,,2020-08-03,Brome,23,2020,16,NEX,16,163.45999999999998,0.0,0.44
lake creek,ungulate ex,fire,,2020-08-03,Subshrub,23,2020,16,NEX,16,163.45999999999998,0.0,0.0
lake creek,ungulate ex,fire,,2020-08-03,C4,23,2020,16,NEX,16,163.45999999999998,0.0,4.26
lake creek,ungulate ex,fire,,2020-08-03,SD,23,2020,16,NEX,16,163.45999999999998,12.0,94.74
lake creek,ungulate ex,fire,,2020-08-03,VUOC,23,2020,16,NEX,16,163.45999999999998,0.0,0.0
lake creek,ungulate ex,fire,,2020-08-03,Forb,23,2020,16,NEX,16,163.45999999999998,0.0,0.0
lake creek,ungulate ex,fire,,2020-08-03,Total,23,2020,16,NEX,16,163.45999999999998,16.0,163.45999999999998
lake creek,ungulate ex,fire,,2020-08-03,C3,23,2020,16,NEX,16,163.45999999999998,4.0,64.02
lake creek,ungulate ex,fire,,2020-08-03,AnnGrass,23,2020,16,NEX,16,163.45999999999998,0.0,0.44
lake creek,livestock ex,prairie dog,,2017-07-25,AnnGrass,24,2017,17,NEX,24,136.64000000000001,5.0,32.919999999999995
lake creek,livestock ex,prairie dog,,2017-07-25,Brome,24,2017,17,NEX,24,136.64000000000001,5.0,17.619999999999997
lake creek,livestock ex,prairie dog,,2017-07-25,C4,24,2017,17,NEX,24,136.64000000000001,2.0,21.76
lake creek,livestock ex,prairie dog,,2017-07-25,Total,24,2017,17,NEX,24,136.64000000000001,17.0,136.64
lake creek,livestock ex,prairie dog,,2017-07-25,SD,24,2017,17,NEX,24,136.64000000000001,0.0,0.0
lake creek,livestock ex,prairie dog,,2017-07-25,VUOC,24,2017,17,NEX,24,136.64000000000001,0.0,15.3
lake creek,livestock ex,prairie dog,,2017-07-25,Forb,24,2017,17,NEX,24,136.64000000000001,7.0,56.760000000000005
lake creek,livestock ex,prairie dog,,2017-07-25,C3,24,2017,17,NEX,24,136.64000000000001,3.0,25.200000000000003
lake creek,livestock ex,prairie dog,,2017-07-25,Subshrub,24,2017,17,NEX,24,136.64000000000001,0.0,0.0
lake creek,livestock ex,prairie dog,,2018-07-30,AnnGrass,25,2018,27,NEX,27,101.16,8.0,31.12
lake creek,livestock ex,prairie dog,,2018-07-30,Total,25,2018,27,NEX,27,101.16,27.0,101.16
lake creek,livestock ex,prairie dog,,2018-07-30,C4,25,2018,27,NEX,27,101.16,3.0,17.12
lake creek,livestock ex,prairie dog,,2018-07-30,Brome,25,2018,27,NEX,27,101.16,8.0,30.8
lake creek,livestock ex,prairie dog,,2018-07-30,Forb,25,2018,27,NEX,27,101.16,15.0,41.28
lake creek,livestock ex,prairie dog,,2018-07-30,C3,25,2018,27,NEX,27,101.16,1.0,4.5
lake creek,livestock ex,prairie dog,,2018-07-30,SD,25,2018,27,NEX,27,101.16,0.0,7.14
lake creek,livestock ex,prairie dog,,2018-07-30,Subshrub,25,2018,27,NEX,27,101.16,0.0,0.0
lake creek,livestock ex,prairie dog,,2018-07-30,VUOC,25,2018,27,NEX,27,101.16,0.0,0.32
lake creek,livestock ex,prairie dog,,2019-07-31,C3,26,2019,36,NEX,37,211.6,3.0,37.7
lake creek,livestock ex,prairie dog,,2019-07-31,Total,26,2019,36,NEX,37,211.6,36.0,211.6
lake creek,livestock ex,prairie dog,,2019-07-31,AnnGrass,26,2019,36,NEX,37,211.6,26.0,55.5
lake creek,livestock ex,prairie dog,,2019-07-31,C4,26,2019,36,NEX,37,211.6,4.0,59.7
lake creek,livestock ex,prairie dog,,2019-07-31,Brome,26,2019,36,NEX,37,211.6,26.0,53.6
lake creek,livestock ex,prairie dog,,2019-07-31,Forb,26,2019,36,NEX,37,211.6,3.0,56.3
lake creek,livestock ex,prairie dog,,2019-07-31,SD,26,2019,36,NEX,37,211.6,0.0,2.4
lake creek,livestock ex,prairie dog,,2019-07-31,VUOC,26,2019,36,NEX,37,211.6,0.0,1.9
lake creek,livestock ex,prairie dog,,2019-07-31,Subshrub,26,2019,36,NEX,37,211.6,0.0,0.0
lake creek,livestock ex,prairie dog,,2020-08-03,AnnGrass,27,2020,14,NEX,14,66.64,7.0,17.5
lake creek,livestock ex,prairie dog,,2020-08-03,Total,27,2020,14,NEX,14,66.64,14.0,66.64
lake creek,livestock ex,prairie dog,,2020-08-03,C4,27,2020,14,NEX,14,66.64,0.0,2.36
lake creek,livestock ex,prairie dog,,2020-08-03,Brome,27,2020,14,NEX,14,66.64,7.0,17.4
lake creek,livestock ex,prairie dog,,2020-08-03,C3,27,2020,14,NEX,14,66.64,0.0,21.1
lake creek,livestock ex,prairie dog,,2020-08-03,SD,27,2020,14,NEX,14,66.64,7.0,25.0
lake creek,livestock ex,prairie dog,,2020-08-03,Forb,27,2020,14,NEX,14,66.64,0.0,0.68
lake creek,livestock ex,prairie dog,,2020-08-03,Subshrub,27,2020,14,NEX,14,66.64,0.0,0.0
lake creek,livestock ex,prairie dog,,2020-08-03,VUOC,27,2020,14,NEX,14,66.64,0.0,0.1
lake creek,out,prairie dog,,2017-07-25,Subshrub,28,2017,18,NEX,18,125.78000000000002,0.0,0.0
lake creek,out,prairie dog,,2017-07-25,Forb,28,2017,18,NEX,18,125.78000000000002,14.0,75.96000000000001
lake creek,out,prairie dog,,2017-07-25,AnnGrass,28,2017,18,NEX,18,125.78000000000002,0.0,0.0
lake creek,out,prairie dog,,2017-07-25,C4,28,2017,18,NEX,18,125.78000000000002,0.0,25.48
lake creek,out,prairie dog,,2017-07-25,SD,28,2017,18,NEX,18,125.78000000000002,0.0,0.0
lake creek,out,prairie dog,,2017-07-25,Brome,28,2017,18,NEX,18,125.78000000000002,0.0,0.0
lake creek,out,prairie dog,,2017-07-25,VUOC,28,2017,18,NEX,18,125.78000000000002,0.0,0.0
lake creek,out,prairie dog,,2017-07-25,Total,28,2017,18,NEX,18,125.78000000000002,18.0,125.78
lake creek,out,prairie dog,,2017-07-25,C3,28,2017,18,NEX,18,125.78000000000002,4.0,24.340000000000003
lake creek,out,prairie dog,,2018-07-30,Forb,29,2018,21,NEX,21,178.79999999999998,9.0,127.58
lake creek,out,prairie dog,,2018-07-30,AnnGrass,29,2018,21,NEX,21,178.79999999999998,2.0,2.42
lake creek,out,prairie dog,,2018-07-30,Subshrub,29,2018,21,NEX,21,178.79999999999998,0.0,0.0
lake creek,out,prairie dog,,2018-07-30,SD,29,2018,21,NEX,21,178.79999999999998,0.0,0.1
lake creek,out,prairie dog,,2018-07-30,C4,29,2018,21,NEX,21,178.79999999999998,8.0,26.58
lake creek,out,prairie dog,,2018-07-30,Brome,29,2018,21,NEX,21,178.79999999999998,0.0,0.0
lake creek,out,prairie dog,,2018-07-30,VUOC,29,2018,21,NEX,21,178.79999999999998,2.0,2.42
lake creek,out,prairie dog,,2018-07-30,Total,29,2018,21,NEX,21,178.79999999999998,21.0,178.79999999999998
lake creek,out,prairie dog,,2018-07-30,C3,29,2018,21,NEX,21,178.79999999999998,2.0,22.12
lake creek,out,prairie dog,,2019-07-31,Forb,30,2019,20,NEX,26,162.52000000000004,7.0,99.9
lake creek,out,prairie dog,,2019-07-31,AnnGrass,30,2019,20,NEX,26,162.52000000000004,1.0,0.8200000000000001
lake creek,out,prairie dog,,2019-07-31,Subshrub,30,2019,20,NEX,26,162.52000000000004,0.0,3.2
lake creek,out,prairie dog,,2019-07-31,Brome,30,2019,20,NEX,26,162.52000000000004,1.0,0.02
lake creek,out,prairie dog,,2019-07-31,VUOC,30,2019,20,NEX,26,162.52000000000004,0.0,0.8
lake creek,out,prairie dog,,2019-07-31,C4,30,2019,20,NEX,26,162.52000000000004,9.0,31.1
lake creek,out,prairie dog,,2019-07-31,SD,30,2019,20,NEX,26,162.52000000000004,0.0,0.9
lake creek,out,prairie dog,,2019-07-31,C3,30,2019,20,NEX,26,162.52000000000004,3.0,29.8
lake creek,out,prairie dog,,2019-07-31,Total,30,2019,20,NEX,26,162.52000000000004,20.0,165.72
lake creek,out,prairie dog,,2020-08-03,Forb,31,2020,21,NEX,21,47.886,0.0,0.5
lake creek,out,prairie dog,,2020-08-03,AnnGrass,31,2020,21,NEX,21,47.886,7.0,6.666
lake creek,out,prairie dog,,2020-08-03,Subshrub,31,2020,21,NEX,21,47.886,0.0,0.0
lake creek,out,prairie dog,,2020-08-03,Brome,31,2020,21,NEX,21,47.886,7.0,6.66
lake creek,out,prairie dog,,2020-08-03,VUOC,31,2020,21,NEX,21,47.886,0.0,0.006
lake creek,out,prairie dog,,2020-08-03,C4,31,2020,21,NEX,21,47.886,8.0,18.46
lake creek,out,prairie dog,,2020-08-03,Total,31,2020,21,NEX,21,47.886,21.0,47.886
lake creek,out,prairie dog,,2020-08-03,SD,31,2020,21,NEX,21,47.886,6.0,15.62
lake creek,out,prairie dog,,2020-08-03,C3,31,2020,21,NEX,21,47.886,0.0,6.64
lake creek,ungulate ex,prairie dog,,2017-07-25,Subshrub,32,2017,11,NEX,11,135.9,0.0,0.0
lake creek,ungulate ex,prairie dog,,2017-07-25,Forb,32,2017,11,NEX,11,135.9,4.0,85.18
lake creek,ungulate ex,prairie dog,,2017-07-25,SD,32,2017,11,NEX,11,135.9,0.0,0.0
lake creek,ungulate ex,prairie dog,,2017-07-25,Total,32,2017,11,NEX,11,135.9,11.0,135.9
lake creek,ungulate ex,prairie dog,,2017-07-25,Brome,32,2017,11,NEX,11,135.9,0.0,0.0
lake creek,ungulate ex,prairie dog,,2017-07-25,VUOC,32,2017,11,NEX,11,135.9,0.0,19.58
lake creek,ungulate ex,prairie dog,,2017-07-25,AnnGrass,32,2017,11,NEX,11,135.9,0.0,19.58
lake creek,ungulate ex,prairie dog,,2017-07-25,C3,32,2017,11,NEX,11,135.9,0.0,19.42
lake creek,ungulate ex,prairie dog,,2017-07-25,C4,32,2017,11,NEX,11,135.9,7.0,11.72
lake creek,ungulate ex,prairie dog,,2018-07-30,Subshrub,33,2018,34,NEX,34,139.85999999999999,0.0,0.0
lake creek,ungulate ex,prairie dog,,2018-07-30,Forb,33,2018,34,NEX,34,139.85999999999999,23.0,106.02
lake creek,ungulate ex,prairie dog,,2018-07-30,Brome,33,2018,34,NEX,34,139.85999999999999,0.0,0.06
lake creek,ungulate ex,prairie dog,,2018-07-30,SD,33,2018,34,NEX,34,139.85999999999999,0.0,0.24
lake creek,ungulate ex,prairie dog,,2018-07-30,Total,33,2018,34,NEX,34,139.85999999999999,34.0,139.86
lake creek,ungulate ex,prairie dog,,2018-07-30,VUOC,33,2018,34,NEX,34,139.85999999999999,0.0,0.48
lake creek,ungulate ex,prairie dog,,2018-07-30,AnnGrass,33,2018,34,NEX,34,139.85999999999999,0.0,0.54
lake creek,ungulate ex,prairie dog,,2018-07-30,C3,33,2018,34,NEX,34,139.85999999999999,0.0,0.88
lake creek,ungulate ex,prairie dog,,2018-07-30,C4,33,2018,34,NEX,34,139.85999999999999,11.0,32.18
lake creek,ungulate ex,prairie dog,,2019-07-31,Subshrub,34,2019,30,NEX,30,205.50000000000003,0.0,0.0
lake creek,ungulate ex,prairie dog,,2019-07-31,VUOC,34,2019,30,NEX,30,205.50000000000003,1.0,17.8
lake creek,ungulate ex,prairie dog,,2019-07-31,SD,34,2019,30,NEX,30,205.50000000000003,0.0,2.0
lake creek,ungulate ex,prairie dog,,2019-07-31,Total,34,2019,30,NEX,30,205.50000000000003,30.0,205.5
lake creek,ungulate ex,prairie dog,,2019-07-31,Forb,34,2019,30,NEX,30,205.50000000000003,5.0,90.3
lake creek,ungulate ex,prairie dog,,2019-07-31,Brome,34,2019,30,NEX,30,205.50000000000003,0.0,0.8
lake creek,ungulate ex,prairie dog,,2019-07-31,AnnGrass,34,2019,30,NEX,30,205.50000000000003,1.0,18.6
lake creek,ungulate ex,prairie dog,,2019-07-31,C3,34,2019,30,NEX,30,205.50000000000003,0.0,2.9
lake creek,ungulate ex,prairie dog,,2019-07-31,C4,34,2019,30,NEX,30,205.50000000000003,24.0,91.7
lake creek,ungulate ex,prairie dog,,2020-08-03,Subshrub,35,2020,28,NEX,28,102.53999999999999,0.0,0.0
lake creek,ungulate ex,prairie dog,,2020-08-03,Forb,35,2020,28,NEX,28,102.53999999999999,8.0,39.9
lake creek,ungulate ex,prairie dog,,2020-08-03,Brome,35,2020,28,NEX,28,102.53999999999999,2.0,1.34
lake creek,ungulate ex,prairie dog,,2020-08-03,SD,35,2020,28,NEX,28,102.53999999999999,13.0,28.3
lake creek,ungulate ex,prairie dog,,2020-08-03,Total,35,2020,28,NEX,28,102.53999999999999,28.0,102.54
lake creek,ungulate ex,prairie dog,,2020-08-03,VUOC,35,2020,28,NEX,28,102.53999999999999,0.0,0.08
lake creek,ungulate ex,prairie dog,,2020-08-03,C4,35,2020,28,NEX,28,102.53999999999999,4.0,32.12
lake creek,ungulate ex,prairie dog,,2020-08-03,C3,35,2020,28,NEX,28,102.53999999999999,1.0,0.8
lake creek,ungulate ex,prairie dog,,2020-08-03,AnnGrass,35,2020,28,NEX,28,102.53999999999999,2.0,1.4200000000000002
steckley,livestock ex,control,,2017-07-17,Subshrub,36,2017,11,NEX,29,76.41999999999999,0.0,0.0
steckley,livestock ex,control,,2017-07-17,Total,36,2017,11,NEX,29,76.41999999999999,11.0,76.41999999999999
steckley,livestock ex,control,,2017-07-17,AnnGrass,36,2017,11,NEX,29,76.41999999999999,1.0,3.940000000000001
steckley,livestock ex,control,,2017-07-17,C3,36,2017,11,NEX,29,76.41999999999999,10.0,72.25999999999999
steckley,livestock ex,control,,2017-07-17,SD,36,2017,11,NEX,29,76.41999999999999,0.0,0.0
steckley,livestock ex,control,,2017-07-17,VUOC,36,2017,11,NEX,29,76.41999999999999,0.0,0.0
steckley,livestock ex,control,,2017-07-17,Brome,36,2017,11,NEX,29,76.41999999999999,1.0,3.940000000000001
steckley,livestock ex,control,,2017-07-17,Forb,36,2017,11,NEX,29,76.41999999999999,0.0,0.2200000000000006
steckley,livestock ex,control,,2017-07-17,C4,36,2017,11,NEX,29,76.41999999999999,0.0,0.0
steckley,livestock ex,control,,2018-07-31,Total,37,2018,21,NEX,21,159.9,21.0,159.89999999999998
steckley,livestock ex,control,,2018-07-31,C4,37,2018,21,NEX,21,159.9,0.0,0.0
steckley,livestock ex,control,,2018-07-31,Subshrub,37,2018,21,NEX,21,159.9,0.0,0.0
steckley,livestock ex,control,,2018-07-31,AnnGrass,37,2018,21,NEX,21,159.9,3.0,22.62
steckley,livestock ex,control,,2018-07-31,VUOC,37,2018,21,NEX,21,159.9,0.0,0.0
steckley,livestock ex,control,,2018-07-31,C3,37,2018,21,NEX,21,159.9,13.0,125.3
steckley,livestock ex,control,,2018-07-31,SD,37,2018,21,NEX,21,159.9,4.0,9.44
steckley,livestock ex,control,,2018-07-31,Brome,37,2018,21,NEX,21,159.9,3.0,22.62
steckley,livestock ex,control,,2018-07-31,Forb,37,2018,21,NEX,21,159.9,1.0,2.54
steckley,livestock ex,control,,2019-07-29,C4,38,2019,34,NEX,34,277.12,0.0,0.2
steckley,livestock ex,control,,2019-07-29,Subshrub,38,2019,34,NEX,34,277.12,0.0,0.0
steckley,livestock ex,control,,2019-07-29,Total,38,2019,34,NEX,34,277.12,34.0,277.12
steckley,livestock ex,control,,2019-07-29,C3,38,2019,34,NEX,34,277.12,19.0,134.4
steckley,livestock ex,control,,2019-07-29,SD,38,2019,34,NEX,34,277.12,0.0,12.6
steckley,livestock ex,control,,2019-07-29,AnnGrass,38,2019,34,NEX,34,277.12,15.0,126.1
steckley,livestock ex,control,,2019-07-29,VUOC,38,2019,34,NEX,34,277.12,0.0,0.0
steckley,livestock ex,control,,2019-07-29,Brome,38,2019,34,NEX,34,277.12,15.0,126.1
steckley,livestock ex,control,,2019-07-29,Forb,38,2019,34,NEX,34,277.12,0.0,3.82
steckley,livestock ex,control,,2020-08-10,Subshrub,39,2020,21,NEX,21,69.4,0.0,0.0
steckley,livestock ex,control,,2020-08-10,C4,39,2020,21,NEX,21,69.4,0.0,0.1
steckley,livestock ex,control,,2020-08-10,Total,39,2020,21,NEX,21,69.4,21.0,69.4
steckley,livestock ex,control,,2020-08-10,AnnGrass,39,2020,21,NEX,21,69.4,2.0,6.08
steckley,livestock ex,control,,2020-08-10,C3,39,2020,21,NEX,21,69.4,19.0,30.42
steckley,livestock ex,control,,2020-08-10,SD,39,2020,21,NEX,21,69.4,0.0,32.56
steckley,livestock ex,control,,2020-08-10,Forb,39,2020,21,NEX,21,69.4,0.0,0.24
steckley,livestock ex,control,,2020-08-10,VUOC,39,2020,21,NEX,21,69.4,0.0,0.0
steckley,livestock ex,control,,2020-08-10,Brome,39,2020,21,NEX,21,69.4,2.0,6.08
steckley,out,control,,2017-07-17,AnnGrass,40,2017,17,NEX,17,87.02,7.0,8.379999999999999
steckley,out,control,,2017-07-17,Brome,40,2017,17,NEX,17,87.02,7.0,8.379999999999999
steckley,out,control,,2017-07-17,C4,40,2017,17,NEX,17,87.02,0.0,0.0
steckley,out,control,,2017-07-17,VUOC,40,2017,17,NEX,17,87.02,0.0,0.0
steckley,out,control,,2017-07-17,Forb,40,2017,17,NEX,17,87.02,0.0,0.52
steckley,out,control,,2017-07-17,Total,40,2017,17,NEX,17,87.02,17.0,87.02
steckley,out,control,,2017-07-17,C3,40,2017,17,NEX,17,87.02,10.0,78.12
steckley,out,control,,2017-07-17,SD,40,2017,17,NEX,17,87.02,0.0,0.0
steckley,out,control,,2017-07-17,Subshrub,40,2017,17,NEX,17,87.02,0.0,0.0
steckley,out,control,,2018-07-31,AnnGrass,41,2018,42,NEX,43,214.14000000000001,17.0,62.42
steckley,out,control,,2018-07-31,Brome,41,2018,42,NEX,43,214.14000000000001,17.0,62.42
steckley,out,control,,2018-07-31,Forb,41,2018,42,NEX,43,214.14000000000001,0.0,3.52
steckley,out,control,,2018-07-31,C4,41,2018,42,NEX,43,214.14000000000001,13.0,31.16
steckley,out,control,,2018-07-31,VUOC,41,2018,42,NEX,43,214.14000000000001,0.0,0.0
steckley,out,control,,2018-07-31,Total,41,2018,42,NEX,43,214.14000000000001,42.0,214.14
steckley,out,control,,2018-07-31,C3,41,2018,42,NEX,43,214.14000000000001,12.0,96.5
steckley,out,control,,2018-07-31,Subshrub,41,2018,42,NEX,43,214.14000000000001,0.0,0.0
steckley,out,control,,2018-07-31,SD,41,2018,42,NEX,43,214.14000000000001,0.0,20.54
steckley,out,control,,2019-07-29,VUOC,42,2019,75,NEX,75,363.4,0.0,0.0
steckley,out,control,,2019-07-29,Brome,42,2019,75,NEX,75,363.4,40.0,132.5
steckley,out,control,,2019-07-29,Forb,42,2019,75,NEX,75,363.4,1.0,7.6
steckley,out,control,,2019-07-29,Total,42,2019,75,NEX,75,363.4,75.0,363.3999999999999
steckley,out,control,,2019-07-29,C4,42,2019,75,NEX,75,363.4,0.0,1.3
steckley,out,control,,2019-07-29,AnnGrass,42,2019,75,NEX,75,363.4,40.0,132.5
steckley,out,control,,2019-07-29,Subshrub,42,2019,75,NEX,75,363.4,0.0,0.0
steckley,out,control,,2019-07-29,C3,42,2019,75,NEX,75,363.4,25.0,221.1
steckley,out,control,,2019-07-29,SD,42,2019,75,NEX,75,363.4,9.0,0.9
steckley,out,control,,2020-08-10,Brome,43,2020,8,NEX,8,57.72,4.0,13.3
steckley,out,control,,2020-08-10,Forb,43,2020,8,NEX,8,57.72,0.0,0.58
steckley,out,control,,2020-08-10,Total,43,2020,8,NEX,8,57.72,8.0,57.72
steckley,out,control,,2020-08-10,C4,43,2020,8,NEX,8,57.72,3.0,3.64
steckley,out,control,,2020-08-10,VUOC,43,2020,8,NEX,8,57.72,0.0,0.0
steckley,out,control,,2020-08-10,AnnGrass,43,2020,8,NEX,8,57.72,4.0,13.3
steckley,out,control,,2020-08-10,Subshrub,43,2020,8,NEX,8,57.72,0.0,0.0
steckley,out,control,,2020-08-10,C3,43,2020,8,NEX,8,57.72,1.0,31.2
steckley,out,control,,2020-08-10,SD,43,2020,8,NEX,8,57.72,0.0,9.0
steckley,ungulate ex,control,,2017-07-17,C4,44,2017,0,NEX,0,35.400000000000006,0.0,31.640000000000008
steckley,ungulate ex,control,,2017-07-17,Forb,44,2017,0,NEX,0,35.400000000000006,0.0,0.0
steckley,ungulate ex,control,,2017-07-17,Brome,44,2017,0,NEX,0,35.400000000000006,0.0,0.0
steckley,ungulate ex,control,,2017-07-17,Subshrub,44,2017,0,NEX,0,35.400000000000006,0.0,2.400000000000002
steckley,ungulate ex,control,,2017-07-17,C3,44,2017,0,NEX,0,35.400000000000006,0.0,3.7600000000000016
steckley,ungulate ex,control,,2017-07-17,AnnGrass,44,2017,0,NEX,0,35.400000000000006,0.0,0.0
steckley,ungulate ex,control,,2017-07-17,Total,44,2017,0,NEX,0,35.400000000000006,0.0,37.80000000000001
steckley,ungulate ex,control,,2017-07-17,SD,44,2017,0,NEX,0,35.400000000000006,0.0,0.0
steckley,ungulate ex,control,,2017-07-17,VUOC,44,2017,0,NEX,0,35.400000000000006,0.0,0.0
steckley,ungulate ex,control,,2018-07-31,C4,45,2018,22,NEX,22,118.50923,20.0,86.06
steckley,ungulate ex,control,,2018-07-31,Forb,45,2018,22,NEX,22,118.50923,0.0,0.3
steckley,ungulate ex,control,,2018-07-31,Brome,45,2018,22,NEX,22,118.50923,0.0,0.16
steckley,ungulate ex,control,,2018-07-31,Subshrub,45,2018,22,NEX,22,118.50923,0.0,0.0
steckley,ungulate ex,control,,2018-07-31,C3,45,2018,22,NEX,22,118.50923,2.0,23.44
steckley,ungulate ex,control,,2018-07-31,AnnGrass,45,2018,22,NEX,22,118.50923,0.0,0.16923
steckley,ungulate ex,control,,2018-07-31,Total,45,2018,22,NEX,22,118.50923,22.0,118.50923
steckley,ungulate ex,control,,2018-07-31,SD,45,2018,22,NEX,22,118.50923,0.0,8.54
steckley,ungulate ex,control,,2018-07-31,VUOC,45,2018,22,NEX,22,118.50923,0.0,0.00923
steckley,ungulate ex,control,,2019-07-29,SD,46,2019,34,NEX,34,76.17999999999999,0.0,0.6
steckley,ungulate ex,control,,2019-07-29,Forb,46,2019,34,NEX,34,76.17999999999999,0.0,1.7999999999999998
steckley,ungulate ex,control,,2019-07-29,C4,46,2019,34,NEX,34,76.17999999999999,33.0,59.4
steckley,ungulate ex,control,,2019-07-29,Subshrub,46,2019,34,NEX,34,76.17999999999999,0.0,0.0
steckley,ungulate ex,control,,2019-07-29,C3,46,2019,34,NEX,34,76.17999999999999,1.0,14.3
steckley,ungulate ex,control,,2019-07-29,AnnGrass,46,2019,34,NEX,34,76.17999999999999,0.0,0.08
steckley,ungulate ex,control,,2019-07-29,Brome,46,2019,34,NEX,34,76.17999999999999,0.0,0.0
steckley,ungulate ex,control,,2019-07-29,Total,46,2019,34,NEX,34,76.17999999999999,34.0,76.18
steckley,ungulate ex,control,,2019-07-29,VUOC,46,2019,34,NEX,34,76.17999999999999,0.0,0.08
steckley,ungulate ex,control,,2020-08-10,AnnGrass,47,2020,8,NEX,8,34.080600000000004,0.0,0.455
steckley,ungulate ex,control,,2020-08-10,SD,47,2020,8,NEX,8,34.080600000000004,0.0,12.48
steckley,ungulate ex,control,,2020-08-10,C4,47,2020,8,NEX,8,34.080600000000004,7.0,19.32
steckley,ungulate ex,control,,2020-08-10,Forb,47,2020,8,NEX,8,34.080600000000004,0.0,0.0256
steckley,ungulate ex,control,,2020-08-10,Subshrub,47,2020,8,NEX,8,34.080600000000004,0.0,0.0
steckley,ungulate ex,control,,2020-08-10,C3,47,2020,8,NEX,8,34.080600000000004,1.0,1.8
steckley,ungulate ex,control,,2020-08-10,Brome,47,2020,8,NEX,8,34.080600000000004,0.0,0.44
steckley,ungulate ex,control,,2020-08-10,Total,47,2020,8,NEX,8,34.080600000000004,8.0,34.080600000000004
steckley,ungulate ex,control,,2020-08-10,VUOC,47,2020,8,NEX,8,34.080600000000004,0.0,0.015
steckley,livestock ex,fire,,2017-07-17,Subshrub,48,2017,2,NEX,2,235.9,0.0,0.0
steckley,livestock ex,fire,,2017-07-17,C3,48,2017,2,NEX,2,235.9,2.0,47.52
steckley,livestock ex,fire,,2017-07-17,VUOC,48,2017,2,NEX,2,235.9,0.0,0.0
steckley,livestock ex,fire,,2017-07-17,C4,48,2017,2,NEX,2,235.9,0.0,148.06
steckley,livestock ex,fire,,2017-07-17,Total,48,2017,2,NEX,2,235.9,2.0,235.9
steckley,livestock ex,fire,,2017-07-17,SD,48,2017,2,NEX,2,235.9,0.0,0.0
steckley,livestock ex,fire,,2017-07-17,AnnGrass,48,2017,2,NEX,2,235.9,0.0,40.31999999999999
